med_name,hour,minute,second,pills,servoNum,pillsInTape,dosesPerDay,triggered,notifiedLowDays,lastNotifyTime
MedE,8,47,23,4,1,11,4,True,False,1675008318
MedA,15,44,59,2,10,6,2,True,False,1683958458
MedD,15,38,50,2,9,77,2,False,False,1665276159
MedE,15,53,56,4,7,35,4,True,False,1672641117
MedC,12,53,32,3,7,19,1,False,False,1606983214
MedD,5,41,29,5,3,71,1,False,True,1600641864
MedB,9,24,51,4,9,59,2,True,True,1636615965
MedA,17,26,14,2,1,41,2,True,True,1640553684
MedD,11,11,24,3,2,11,4,False,False,1679985146
MedA,7,4,50,2,4,73,2,True,False,1663264704
MedD,22,50,14,5,10,70,3,True,False,1654399042
MedD,7,30,38,5,7,45,4,False,True,1681394838
MedA,7,39,25,5,7,95,2,True,True,1646256023
MedD,22,2,12,1,7,26,1,True,False,1636872128
MedC,0,28,14,4,8,54,2,False,False,1645466430
MedE,14,8,16,5,2,14,2,True,False,1674643291
MedC,1,29,53,1,7,15,3,False,False,1668640023
MedD,5,15,11,1,3,64,4,True,True,1618277117
MedC,22,44,14,4,7,85,2,True,True,1685536077
MedA,0,38,9,3,2,1,1,False,False,1618064114
MedB,12,59,36,3,1,74,2,False,False,1605310770
MedC,10,19,12,1,8,42,3,True,False,1692333932
MedA,4,46,5,1,8,48,4,True,False,1670889413
MedA,3,21,12,3,8,57,3,True,True,1661888360
MedC,13,40,0,2,4,10,4,False,True,1667227385
MedE,15,11,13,2,2,14,4,True,False,1666257525
MedD,11,14,10,1,10,9,3,False,False,1669317963
MedA,0,23,31,2,10,71,3,True,True,1608564286
MedE,9,33,33,4,3,95,3,False,True,1685857555
MedA,14,23,50,5,5,53,3,False,True,1625944269
MedA,14,29,39,3,9,60,1,True,False,1605890397
MedA,2,26,27,4,6,3,2,False,True,1609396788
MedC,19,58,27,1,5,99,2,True,True,1640720397
MedE,13,36,36,2,7,95,3,False,True,1639224442
MedD,11,47,13,5,8,91,4,True,True,1643124135
MedA,23,16,2,4,4,13,1,True,False,1603496013
MedC,6,42,3,5,4,5,4,True,False,1638081754
MedD,2,25,48,5,6,60,1,True,True,1620301592
MedC,4,55,41,4,2,73,4,False,False,1617423642
MedD,12,35,35,2,6,22,3,False,True,1669588332
MedC,10,11,53,5,3,67,1,False,False,1696198914
MedE,3,52,39,1,5,85,3,True,True,1603903738
MedE,18,51,10,5,9,38,3,True,True,1651496187
MedE,3,54,43,4,7,26,3,False,False,1662076840
MedB,2,53,58,2,6,77,2,True,False,1661967587
MedE,3,20,39,2,9,24,4,True,True,1675630510
MedD,2,13,5,4,5,76,3,True,True,1653387260
MedA,0,16,36,5,1,91,4,False,True,1656847931
MedB,15,3,48,1,10,54,2,True,False,1674327712
MedB,2,12,49,5,5,58,4,False,False,1692673721
MedE,21,1,9,4,10,60,2,False,False,1658094362
MedD,4,50,31,5,3,32,4,True,False,1643008053
MedD,4,43,45,3,6,96,4,False,True,1630029352
MedB,14,36,48,4,1,18,3,True,False,1609127442
MedB,16,36,19,1,7,97,2,True,True,1678108860
MedB,9,7,3,5,2,10,1,True,True,1605447621
MedA,12,30,59,1,6,7,1,False,True,1625052938
MedE,8,35,4,1,9,92,1,True,False,1652162072
MedD,1,25,32,3,6,75,1,True,False,1600375264
MedA,22,28,43,4,4,75,2,False,True,1659155528
MedD,20,0,32,1,8,100,3,False,False,1687597062
MedB,11,57,45,4,3,17,3,False,True,1692196616
MedA,13,43,14,4,10,60,2,False,False,1669926291
MedD,12,33,34,5,2,82,2,False,True,1602420929
MedC,22,7,43,4,9,80,3,False,False,1668746805
MedE,12,19,41,4,1,28,3,False,True,1655311235
MedE,17,46,0,1,5,3,1,False,True,1691056387
MedC,23,3,50,4,9,73,2,True,False,1688372154
MedD,15,19,23,4,3,82,4,True,False,1617952173
MedC,18,56,19,4,10,47,1,False,False,1604811837
MedA,23,53,13,3,4,93,2,False,True,1601476031
MedD,5,18,29,2,8,70,2,True,True,1645117086
MedC,2,22,19,1,8,50,1,False,False,1669099959
MedC,0,20,22,1,10,94,4,False,False,1650955905
MedA,23,41,1,4,2,73,2,False,False,1682779705
MedD,22,51,21,4,9,78,4,False,True,1614989240
MedB,19,56,3,5,10,2,2,False,False,1632944331
MedE,12,41,9,3,9,90,2,False,True,1602925991
MedC,4,41,51,1,10,10,1,False,False,1662464646
MedA,12,15,58,3,9,83,3,False,True,1633950453
MedB,5,25,1,3,3,61,4,True,False,1674309651
MedE,16,57,51,5,9,7,1,True,True,1650890591
MedA,18,33,34,1,3,44,4,False,True,1641702176
MedC,21,20,52,5,9,2,1,False,True,1690744858
MedD,8,7,16,3,6,18,2,False,True,1690792212
MedB,11,57,34,4,4,62,2,True,True,1638813083
MedE,2,45,23,5,5,24,2,False,False,1626064828
MedC,13,39,2,4,7,63,2,False,True,1652716095
MedA,11,57,27,4,4,16,3,False,False,1604598319
MedA,17,52,59,2,3,64,1,False,True,1604964521
MedE,14,12,14,3,9,36,1,True,False,1668188031
MedC,20,6,37,4,5,13,3,True,False,1644859091
MedE,22,50,35,2,10,33,3,False,False,1674631562
MedC,10,27,30,1,5,46,3,False,True,1663761150
MedD,9,29,36,4,4,29,3,True,True,1689342694
MedD,13,17,59,5,3,94,2,True,True,1651467157
MedD,1,15,29,3,7,9,1,True,False,1621654943
MedC,1,12,29,4,7,5,1,True,True,1638578719
MedE,20,58,15,4,4,98,3,False,True,1690459107
MedB,21,20,55,5,1,98,3,False,True,1688013869
MedC,10,28,56,2,3,52,4,False,True,1699875585
MedD,20,3,35,5,10,18,1,False,True,1673978400
MedE,5,38,27,3,3,61,3,False,False,1689959609
MedC,21,22,47,5,2,54,1,True,False,1623792348
MedA,20,38,27,4,5,80,4,True,True,1691804490
MedE,13,56,38,1,1,91,3,False,False,1611484341
MedB,22,41,17,3,5,64,3,True,True,1632924708
MedB,16,52,8,1,1,96,1,False,True,1683357744
MedA,18,43,29,3,4,86,4,True,True,1698529265
MedB,3,41,59,2,10,65,1,True,True,1657442773
MedB,22,3,14,1,3,83,4,True,False,1633547136
MedD,1,4,56,5,6,46,1,True,True,1632235755
MedC,4,5,24,2,6,68,4,True,True,1617627443
MedA,5,18,18,4,7,52,1,True,False,1685471266
MedD,12,24,46,2,4,48,1,False,True,1671628182
MedD,5,39,23,3,7,18,2,True,False,1610426460
MedB,14,31,9,4,9,55,2,True,True,1625485085
MedD,11,25,6,2,3,28,2,False,False,1676975852
MedB,21,36,4,2,2,20,1,False,False,1696871217
MedB,22,28,56,2,8,0,1,True,False,1661154996
MedD,18,42,50,1,1,74,1,False,True,1695385392
MedD,13,24,43,5,8,2,3,True,True,1689626232
MedC,22,51,26,5,10,2,2,True,False,1665510062
MedD,8,15,31,1,8,93,3,True,False,1639421265
MedD,18,38,9,3,8,26,2,True,True,1641234945
MedC,14,38,45,3,6,2,1,True,True,1674124751
MedB,5,4,9,2,8,55,3,False,False,1614038890
MedA,12,1,59,3,1,61,3,False,False,1675856100
MedC,13,9,31,2,5,66,4,True,False,1687498824
MedB,12,46,8,1,4,11,4,True,True,1679615954
MedE,4,17,27,4,5,11,2,True,False,1668887361
MedC,21,50,29,4,7,34,4,True,True,1609645577
MedD,0,10,57,3,9,38,3,True,False,1622326418
MedD,7,25,55,5,4,17,2,False,False,1625192685
MedB,1,2,32,3,4,76,1,True,False,1675530617
MedA,21,11,12,1,8,78,2,False,True,1686771719
MedD,9,22,59,5,2,31,4,False,True,1626966317
MedC,16,4,33,1,3,31,1,True,False,1692571948
MedD,3,0,5,4,2,30,1,False,True,1616031982
MedC,18,40,55,1,9,23,4,False,True,1653723653
MedC,9,15,53,2,6,50,3,False,True,1642209534
MedE,10,52,55,1,3,14,4,False,True,1637205084
MedC,15,47,47,4,3,38,2,True,False,1614418426
MedE,1,47,12,5,6,35,1,True,False,1644757123
MedB,4,43,23,3,3,34,2,True,True,1661667503
MedD,5,34,40,2,3,90,2,True,False,1643116405
MedB,19,14,7,3,5,14,2,False,False,1648544435
MedE,22,25,2,5,1,82,1,True,True,1643005548
MedE,23,7,51,3,3,97,2,False,False,1667436859
MedA,15,4,4,2,4,75,3,False,False,1655151831
MedD,7,0,7,4,8,45,1,False,True,1657936206
MedC,12,13,34,1,4,53,4,True,False,1697373775
MedB,5,12,41,1,9,17,2,False,False,1629428710
MedD,11,14,20,5,7,0,3,True,False,1697521927
MedD,12,46,27,5,6,14,1,True,False,1651035549
MedA,8,12,30,4,8,83,3,True,True,1607015844
MedB,9,12,34,3,3,19,1,False,False,1644853060
MedB,8,3,31,4,3,12,1,True,False,1643153620
MedC,2,19,52,2,2,66,2,True,True,1614008601
MedC,20,50,7,1,6,59,1,True,True,1666754900
MedA,21,46,21,2,5,34,4,False,True,1610017776
MedE,22,56,19,1,10,68,3,True,False,1699419616
MedB,18,51,33,5,5,0,3,False,True,1695200458
MedB,12,27,26,4,8,18,2,True,True,1686561800
MedE,8,6,18,5,1,100,4,True,True,1682848432
MedE,12,19,56,5,2,71,3,False,True,1652679013
MedE,23,22,28,4,4,41,4,True,False,1695836532
MedD,1,13,19,3,1,49,3,False,False,1673988112
MedC,19,24,0,1,3,68,1,True,True,1631276041
MedB,1,21,7,3,5,48,4,False,True,1667262101
MedA,17,12,49,1,10,80,1,True,False,1683989229
MedE,20,47,41,2,7,56,4,False,False,1692204051
MedC,12,1,10,3,2,51,4,False,True,1678471331
MedD,0,33,19,1,9,44,2,True,True,1631042314
MedE,23,10,18,3,6,48,4,False,True,1682218473
MedA,10,50,50,3,8,47,4,False,False,1652016676
MedD,6,39,17,5,4,50,3,True,True,1635924928
MedB,22,44,0,3,1,31,3,False,False,1616982884
MedB,2,5,39,1,1,40,3,False,True,1637132911
MedA,9,28,10,4,7,87,4,True,False,1666655450
MedE,6,52,13,4,10,19,1,False,False,1603806242
MedC,18,59,10,5,7,31,3,False,False,1645618379
MedC,15,8,18,4,2,47,1,True,True,1674236307
MedE,4,54,46,4,5,8,2,False,True,1697278994
MedA,9,15,54,2,7,9,1,False,True,1643881445
MedD,0,40,5,3,2,21,1,True,True,1636063685
MedD,20,57,6,3,7,21,3,True,False,1637218135
MedD,2,55,58,2,3,70,3,False,False,1675617964
MedB,23,10,45,5,3,8,3,False,False,1640376701
MedC,2,39,37,5,1,4,3,False,False,1684211736
MedB,22,50,44,5,7,92,2,True,False,1644439405
MedA,16,51,45,5,9,3,3,True,False,1604509027
MedB,5,12,34,5,5,61,3,True,False,1694071455
MedE,23,57,24,4,9,36,1,False,False,1664624499
MedC,2,37,35,3,1,50,1,False,False,1655184620
MedC,6,35,25,4,6,36,2,False,True,1631651440
MedC,13,29,33,2,2,18,2,False,True,1651310233
MedD,18,2,15,1,1,83,4,False,True,1683250427
MedB,7,9,29,3,10,31,3,True,False,1684162636
MedC,15,38,18,2,1,34,1,False,True,1636450789
MedB,0,22,3,3,6,63,4,False,True,1686750221
MedD,21,41,10,1,4,74,2,False,False,1681055288
MedE,17,31,4,1,8,0,4,True,True,1646046472
MedB,22,16,43,2,6,10,1,False,True,1623021047
MedC,23,18,52,4,4,36,2,False,True,1662847304
MedE,2,21,4,3,4,70,1,False,True,1661939448
MedA,23,30,19,5,2,33,2,False,False,1633061914
MedE,2,56,47,5,6,73,2,False,False,1664685674
MedC,3,0,46,2,2,50,4,False,True,1629999216
MedC,11,45,37,3,7,86,4,False,False,1697154458
MedA,1,45,45,1,3,6,4,False,True,1612222677
MedC,23,17,31,1,9,27,1,True,True,1650634941
MedD,9,31,45,5,4,58,4,True,False,1689597641
MedC,5,18,22,2,7,50,4,True,False,1620591531
MedA,2,55,44,2,5,91,4,True,False,1635845867
MedA,6,12,42,2,2,63,3,False,True,1610524879
MedD,9,15,19,3,8,66,1,True,False,1610809802
MedD,4,44,4,3,7,12,4,True,False,1674298781
MedA,8,40,5,1,8,37,2,False,True,1691643779
MedB,12,56,50,4,9,49,4,False,True,1682156624
MedC,21,55,1,4,2,78,3,False,True,1614813950
MedE,19,15,0,2,1,0,3,False,False,1613868825
MedD,2,18,12,5,8,86,2,True,True,1629556975
MedB,10,54,38,1,7,99,3,False,False,1607376496
MedB,15,39,32,4,2,96,3,False,False,1698495968
MedB,0,15,45,5,1,65,4,True,True,1601387879
MedA,3,19,32,4,8,24,2,False,True,1614832078
MedC,18,54,2,2,7,89,1,False,True,1631977327
MedC,1,4,44,3,3,70,2,True,True,1659569102
MedA,6,50,25,5,5,48,3,True,True,1621781871
MedD,6,13,45,1,5,79,4,True,False,1647982188
MedA,19,35,36,3,6,25,4,True,False,1626987195
MedC,9,2,20,2,4,14,4,False,False,1677687452
MedE,2,6,30,2,1,44,3,False,False,1613086386
MedC,12,12,58,4,3,78,4,True,False,1658217640
MedA,1,51,12,5,7,25,2,True,True,1643693085
MedB,6,35,53,3,2,59,3,False,False,1637949719
MedC,4,5,1,4,2,20,1,False,False,1635404488
MedA,12,6,11,2,1,30,2,True,True,1661950831
MedA,9,47,19,2,6,71,4,False,True,1670634789
MedA,11,13,41,2,7,15,3,True,True,1607169301
MedA,5,30,8,3,9,89,2,False,False,1635624299
MedE,22,40,35,4,2,61,2,True,True,1621353262
MedD,7,47,14,5,10,47,1,False,False,1673838316
MedE,2,38,52,3,4,66,1,True,False,1659401053
MedC,3,22,42,1,6,69,4,False,False,1674224747
MedD,18,24,50,1,10,45,3,False,False,1681405837
MedC,19,40,48,1,5,68,3,False,False,1646117040
MedB,16,21,19,4,3,99,4,True,False,1694622845
MedC,7,31,6,2,7,68,2,False,True,1628861084
MedD,16,17,10,5,9,56,2,True,True,1650689867
MedB,13,26,34,4,7,49,3,False,False,1613912602
MedE,7,31,49,1,8,7,1,True,False,1624839060
MedD,20,46,23,5,2,77,1,False,True,1647336939
MedA,2,39,3,2,8,36,1,False,True,1654017928
MedA,10,0,46,4,8,14,3,True,True,1668662965
MedC,1,14,39,5,3,66,3,False,False,1631371812
MedA,19,31,9,5,5,67,1,True,False,1660477132
MedE,10,20,13,2,6,40,3,False,False,1652778050
MedC,2,16,37,3,10,11,1,True,True,1693539677
MedE,10,7,30,5,6,87,3,False,True,1600307761
MedD,17,45,44,3,4,64,3,False,True,1668805749
MedA,6,3,5,2,3,90,1,True,False,1696575437
MedD,16,48,10,4,4,94,3,True,True,1669375379
MedD,16,5,43,1,3,88,4,True,True,1678091764
MedA,9,16,52,2,4,34,2,False,True,1675092679
MedE,6,45,13,4,3,72,4,True,False,1640659295
MedD,0,43,38,3,8,61,4,True,False,1630330322
MedC,13,52,1,1,5,34,2,False,True,1646611126
MedA,17,0,15,2,10,92,4,False,False,1625333714
MedB,10,25,4,5,6,66,4,True,True,1664602571
MedA,9,28,31,3,5,65,3,True,False,1699312795
MedB,0,15,2,5,5,1,3,True,False,1629291879
MedA,6,3,33,2,6,89,1,True,True,1603857286
MedE,5,23,23,3,7,96,1,True,False,1675593966
MedC,21,8,35,3,4,84,2,False,True,1601200071
MedE,20,10,21,2,6,91,4,True,False,1675914754
MedA,15,20,51,5,5,1,1,False,True,1616744661
MedE,19,5,49,4,3,82,2,False,True,1697318155
MedB,2,55,39,5,10,44,1,False,True,1689367146
MedA,4,31,20,4,5,82,3,True,True,1699365144
MedC,23,31,23,5,4,64,1,False,False,1601188963
MedE,18,50,59,5,7,4,3,True,True,1646103242
MedD,4,25,16,5,5,34,1,True,False,1607791873
MedE,2,0,15,5,6,54,3,True,True,1659946075
MedC,3,5,34,3,8,77,2,True,True,1698558379
MedC,10,36,3,1,10,69,4,True,True,1671329577
MedE,2,55,39,3,10,36,2,False,False,1645232924
MedB,23,23,17,5,7,35,4,True,False,1644606633
MedB,22,13,14,3,9,96,2,True,True,1629150037
MedD,2,46,10,3,5,20,4,True,False,1681306656
MedC,13,26,28,1,10,28,4,True,False,1601655699
MedB,20,14,43,4,7,56,3,True,True,1670012439
MedA,23,42,29,5,4,67,2,True,True,1637762665
MedB,2,24,54,2,10,52,3,False,True,1636280204
MedB,16,50,55,4,6,34,2,False,True,1600022007
MedE,12,17,57,1,6,7,2,True,True,1623104992
MedB,16,1,58,1,6,99,3,False,False,1605085819
MedB,18,0,44,4,4,28,3,True,False,1634899441
MedE,9,46,9,4,5,64,1,False,False,1681411737
MedE,19,2,3,4,3,25,3,False,False,1636398588
MedB,16,46,51,3,10,99,4,False,False,1603328255
MedA,23,17,7,2,6,41,2,True,True,1643961272
MedE,21,23,54,2,5,10,4,False,True,1677959547
MedE,12,46,3,5,5,27,1,True,True,1634063370
MedE,8,10,49,1,4,47,2,False,False,1627467144
MedA,18,11,0,3,8,11,3,False,False,1644124662
MedC,7,16,21,1,1,87,1,False,True,1652264532
MedE,10,12,9,4,10,38,1,False,False,1677691473
MedC,0,18,11,2,8,12,3,False,True,1634757579
MedA,4,31,0,5,4,86,2,False,True,1648191301
MedB,1,54,32,5,10,67,2,False,True,1633892256
MedB,9,22,29,5,7,37,4,False,False,1683518150
MedC,13,58,42,1,10,26,1,False,True,1614092988
MedC,0,3,2,5,7,22,2,False,True,1637987341
MedD,6,49,53,5,5,94,3,True,True,1665434053
MedC,5,23,20,3,7,67,3,False,True,1672739384
MedC,0,3,58,4,3,99,3,False,True,1633287560
MedD,17,49,12,4,10,24,1,True,False,1681056889
MedD,3,15,9,3,5,30,3,True,False,1622113486
MedB,23,42,16,2,1,81,4,False,True,1635760035
MedD,19,5,30,5,5,61,1,True,True,1694400202
MedD,2,49,25,2,4,19,3,False,True,1675973873
MedD,13,43,36,3,7,27,2,True,False,1678835862
MedA,20,6,43,5,7,63,4,False,False,1619103371
MedD,7,7,14,3,2,97,1,True,False,1632650314
MedD,13,7,48,2,2,5,1,False,True,1661792981
MedB,16,28,43,4,4,85,1,True,True,1659513480
MedE,12,50,35,1,8,89,2,True,True,1655068100
MedE,23,2,20,2,8,86,3,False,True,1613810067
MedB,3,16,15,3,1,24,3,False,False,1638106822
MedC,9,6,35,2,9,2,3,True,False,1693059857
MedA,5,27,29,1,8,61,2,True,False,1673577133
MedA,15,10,16,2,2,7,1,False,True,1626410310
MedC,12,20,59,2,10,10,4,False,False,1686133510
MedA,23,12,9,4,8,54,4,False,False,1643104598
MedE,18,2,46,1,2,53,2,True,True,1661778385
MedD,6,4,29,5,4,53,3,False,False,1693640320
MedC,13,3,2,5,3,17,3,True,True,1664759510
MedA,12,35,48,2,9,6,3,False,False,1688910068
MedC,15,2,5,1,2,80,3,False,True,1677128689
MedA,3,4,23,2,4,76,1,True,False,1687442701
MedD,23,11,34,4,7,19,3,True,False,1674522761
MedB,15,37,24,2,1,100,3,False,False,1613072131
MedE,14,57,39,3,8,49,2,False,True,1624342044
MedB,1,1,25,2,3,40,4,True,True,1668057049
MedA,10,28,5,1,7,1,1,True,False,1642963764
MedB,1,41,57,1,3,31,3,False,False,1622087853
MedE,12,56,1,2,9,57,2,False,True,1617996512
MedE,11,13,24,1,2,96,4,False,True,1657426835
MedB,12,24,31,3,7,89,1,True,True,1693086850
MedE,23,21,53,5,3,83,4,True,False,1617173155
MedD,20,22,22,4,4,16,3,True,True,1649292685
MedB,5,41,42,1,10,77,4,True,True,1664856442
MedE,15,7,59,2,1,51,2,False,True,1675209417
MedA,21,50,57,4,9,75,4,False,False,1656369087
MedB,10,38,33,3,1,37,1,True,False,1639098239
MedD,5,31,55,4,9,14,2,True,False,1669287723
MedD,6,54,47,4,1,51,1,False,True,1648489841
MedC,13,34,7,2,2,12,3,False,True,1692732516
MedC,2,2,49,1,2,69,4,True,True,1627280520
MedA,17,18,48,2,5,67,4,True,True,1646618904
MedA,12,31,29,3,1,14,4,True,False,1638905104
MedA,16,50,24,3,5,74,2,True,True,1677674941
MedD,18,52,37,3,7,64,3,True,True,1603829152
MedD,4,19,42,1,5,91,1,False,False,1617761767
MedE,0,29,33,1,1,5,4,True,True,1672881506
MedE,6,12,21,4,4,17,4,True,False,1652539207
MedE,7,37,10,2,10,84,1,True,True,1644156096
MedC,15,57,31,3,3,37,2,True,False,1609347933
MedB,0,8,5,4,4,57,3,False,False,1600146871
MedE,3,31,21,4,3,74,3,True,False,1624727518
MedE,15,25,53,1,4,72,1,False,False,1602517731
MedE,18,42,38,2,2,2,4,True,False,1602915434
MedE,5,46,3,1,6,84,4,True,True,1619952239
MedD,22,20,17,3,1,94,4,False,False,1687660515
MedA,10,43,45,1,5,37,2,True,True,1628991702
MedE,1,39,29,2,3,68,4,True,False,1629482600
MedD,20,20,34,3,2,97,4,True,False,1640785990
MedD,9,58,55,2,3,50,2,True,True,1648380870
MedD,9,39,29,3,3,50,2,True,False,1656009893
MedB,9,13,45,2,5,84,1,False,False,1694648349
MedC,3,8,53,4,8,96,4,True,True,1638683787
MedA,20,14,16,4,8,65,1,False,False,1630349966
MedE,23,23,53,4,2,60,2,True,False,1641865505
MedD,23,17,22,4,5,97,2,True,False,1612703308
MedD,20,12,6,4,1,60,1,False,False,1630526963
MedB,7,4,27,1,1,51,1,False,False,1663872836
MedE,7,28,16,1,2,20,4,False,True,1615786894
MedB,12,17,0,5,1,83,3,False,True,1642932340
MedD,18,11,49,5,5,86,4,True,True,1680253709
MedB,14,18,53,1,9,53,2,False,True,1626804268
MedB,10,59,35,5,4,34,1,True,True,1660527932
MedE,4,21,12,1,8,77,4,False,True,1697765199
MedA,10,9,45,3,4,42,1,False,True,1685416752
MedB,5,29,23,3,5,53,3,False,False,1658744689
MedB,9,13,12,3,4,96,2,True,True,1662945686
MedC,4,24,53,1,6,30,1,False,True,1663120029
MedB,10,12,19,1,5,13,2,False,True,1664350381
MedA,6,4,8,3,5,49,4,True,False,1668569516
MedD,15,30,44,2,8,62,3,False,True,1602103320
MedE,2,37,25,1,6,91,2,False,True,1642494652
MedB,16,32,49,1,10,12,1,True,False,1680521319
MedC,12,31,25,3,4,90,2,False,True,1676867305
MedE,7,3,20,2,1,86,3,True,False,1696203174
MedD,2,28,22,5,5,93,2,True,True,1612138287
MedE,5,15,56,1,7,92,3,False,True,1669144386
MedE,14,52,23,4,6,64,1,True,False,1670754219
MedA,17,2,30,1,4,77,1,True,True,1642917491
MedD,22,17,34,1,8,100,2,True,False,1603598130
MedE,1,15,34,5,8,37,1,True,True,1653001069
MedD,6,1,11,4,1,34,3,False,False,1658947972
MedE,21,20,18,1,9,3,4,True,True,1608965030
MedB,23,29,33,5,3,76,1,True,True,1612370301
MedD,19,21,58,1,5,9,4,False,False,1607926204
MedE,6,22,45,4,9,65,4,True,True,1658883016
MedE,17,11,3,5,10,25,3,True,True,1641825862
MedB,3,9,19,1,1,11,4,False,False,1631726984
MedD,6,51,12,5,1,80,3,False,True,1603461168
MedB,23,24,24,3,5,45,1,False,False,1660101432
MedE,23,50,27,2,7,49,4,False,True,1658421923
MedB,6,56,25,3,7,44,1,False,False,1632230426
MedD,12,48,32,1,4,12,2,False,False,1604434326
MedE,21,4,12,2,5,69,2,False,True,1663641892
MedB,18,25,16,5,9,68,2,False,False,1614580262
MedB,22,22,23,4,7,76,4,False,True,1604411545
MedD,11,7,56,1,10,39,2,False,True,1601871709
MedE,16,2,22,3,7,33,1,False,False,1673933985
MedA,14,50,49,2,4,21,2,False,True,1616352684
MedE,7,42,31,3,5,62,4,True,True,1648682061
MedA,8,36,9,4,6,37,4,True,False,1651306873
MedC,11,11,44,1,1,29,3,False,False,1645953347
MedA,9,13,38,3,10,96,1,False,False,1616399422
MedB,22,8,46,3,5,92,2,True,False,1629817099
MedB,18,46,46,4,9,55,3,False,False,1600715198
MedE,2,43,25,5,1,53,1,False,True,1615614480
MedD,9,33,45,5,9,60,2,False,False,1634925641
MedE,6,58,40,4,5,95,2,False,False,1695484294
MedC,1,52,20,5,3,61,4,False,False,1640693851
MedE,0,17,1,3,2,46,1,False,True,1614244827
MedC,16,27,3,2,1,13,4,False,True,1625879404
MedD,5,4,11,3,3,64,1,True,True,1629344583
MedA,14,17,58,4,1,97,3,True,True,1618711169
MedE,2,31,37,3,2,32,2,False,True,1616478361
MedC,7,21,6,3,5,48,2,True,False,1639965315
MedC,12,32,27,4,3,99,2,False,True,1657868839
MedB,16,31,53,3,1,68,1,True,False,1666836297
MedD,15,51,10,3,7,85,2,False,False,1693408269
MedA,17,46,20,4,2,61,3,True,False,1604936311
MedA,18,1,9,3,2,25,1,False,False,1661568811
MedD,17,5,54,4,1,74,3,False,True,1620919168
MedA,11,39,58,5,3,0,3,True,False,1617074705
MedB,16,11,30,1,5,89,1,False,False,1630709941
MedA,18,4,20,1,2,99,2,True,False,1670177211
MedB,22,53,18,2,1,90,3,False,False,1606575147
MedC,23,14,7,2,4,82,3,False,True,1651364080
MedA,21,38,3,3,4,26,3,True,False,1653669736
MedC,8,17,5,4,4,53,1,True,False,1644709728
MedE,11,22,29,4,4,47,3,False,False,1664766744
MedB,19,52,56,5,1,77,1,True,True,1643496101
MedA,11,7,41,4,5,51,4,True,True,1697812434
MedE,13,42,50,1,2,52,2,True,True,1658190689
MedB,17,47,2,3,6,80,1,False,False,1631194776
MedD,3,2,4,5,4,59,4,True,True,1647205630
MedE,9,45,37,2,8,66,4,False,False,1652813111
MedC,18,38,45,3,5,36,1,True,True,1619349453
MedB,6,26,18,4,7,86,2,False,False,1606227026
MedB,18,1,51,2,4,84,3,False,False,1699763592
MedD,6,49,8,3,6,53,2,True,False,1601080622
MedC,16,49,7,3,2,20,4,False,True,1618664833
MedA,8,1,27,3,6,91,1,True,False,1683490638
MedB,14,10,48,2,10,20,4,False,False,1612229351
MedC,19,30,25,3,7,99,1,False,True,1666831188
MedC,18,10,22,5,10,64,2,False,True,1678220254
MedB,23,23,49,3,3,2,3,False,True,1688524105
MedB,21,13,17,1,4,18,4,False,False,1682994260
MedC,21,7,40,5,8,50,1,True,False,1691692264
MedB,8,50,25,4,8,71,1,True,False,1672288128
MedD,2,58,43,4,7,31,3,True,False,1695726466
MedD,10,12,19,2,4,62,1,False,True,1641741824
MedB,16,39,15,1,2,31,2,True,True,1669105664
MedB,22,43,15,1,3,86,3,True,False,1606090525
MedA,16,33,29,4,2,85,2,False,False,1600683785
MedB,16,30,50,1,8,83,4,False,True,1657669502
MedE,19,51,35,4,1,32,2,False,False,1606719086
MedA,21,14,46,3,4,64,2,False,False,1693747530
MedB,3,49,54,1,8,53,3,True,True,1698227634
MedB,13,23,29,5,1,45,2,True,False,1611483266
MedB,8,55,16,2,8,96,4,False,True,1606336037
MedB,19,40,41,2,2,90,4,False,False,1638044974
MedC,14,30,5,2,9,51,3,True,True,1660746176
MedE,20,21,36,4,8,2,2,False,True,1697565716
MedC,5,3,22,5,3,7,4,True,False,1610644432
MedE,9,45,16,2,10,18,4,False,True,1648671705
MedC,18,44,43,3,7,11,2,True,False,1628697222
MedE,8,9,41,1,4,83,2,False,True,1665452358
MedD,4,41,0,3,8,79,4,False,True,1610115164
MedB,3,56,46,5,3,98,2,True,False,1611070479
MedD,21,37,49,4,7,95,4,False,False,1603486813
MedD,10,39,2,3,2,100,2,False,True,1629468125
MedE,3,29,57,5,10,14,2,False,False,1663951477
